product_id,url_hash,source,scraped_at,product_name,product_url,short_description,full_description,category,text_for_labeling,seamless,fabric_softness,wool_present,texture_level,pressure_level,adaptive_or_sensory_claim,seamless_evidence,fabric_softness_evidence,wool_evidence,texture_evidence,pressure_evidence,adaptive_claim_evidence,labeler,label_status,review_notes
21,11f0c61328a7,sensoryfair.com,,"Kaycey Special Needs Adaptive Clothing with TUBE ACCESS For Children, Short Sleeve Zip Back Jumpsuit",https://sensoryfair.com/product/kaycey-special-needs-adaptive-clothing-with-tube-access-for-children-short-sleeve-zip-back-jumpsuit/,,,,"product_name: Kaycey Special Needs Adaptive Clothing with TUBE ACCESS For Children, Short Sleeve Zip Back Jumpsuit",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
22,557f94e03031,sensoryfair.com,,"Snugabye Kids Adaptive, Anti-Strip Back-Zip Lightweight Romper Made With 100% Organic Cotton | Designed for Special Needs",https://sensoryfair.com/product/kids-adaptive-anti-strip-back-zip-lightweight-romper-made-with-100-organic-cotton-designed-for-special-needs/,,,,"product_name: Snugabye Kids Adaptive, Anti-Strip Back-Zip Lightweight Romper Made With 100% Organic Cotton | Designed for Special Needs",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
23,601b1abd5032,sensoryfair.com,,Sensory Basics Long Sleeve Compression Tee – Gentle & Calming Compression Shirt for Kids & Adults – Stretchy Sensory Shirt,https://sensoryfair.com/product/long-sleeve-compression-tee-gentle-calming-compression-shirt-for-kids-adults-stretchy-sensory-shirt/,,,,product_name: Sensory Basics Long Sleeve Compression Tee – Gentle & Calming Compression Shirt for Kids & Adults – Stretchy Sensory Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
24,1593f40152d4,sensoryfair.com,,Men’s Open-Back Adaptive Active T-Shirt,https://sensoryfair.com/product/mens-open-back-adaptive-active-t-shirt/,,,,product_name: Men’s Open-Back Adaptive Active T-Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
25,b9d0b041c9d9,sensoryfair.com,,Men’s Self Dressing Magnetic Buttons Adaptive Plaid Dress Shirt,https://sensoryfair.com/product/mens-self-dressing-magnetic-buttons-adaptive-plaid-dress-shirt/,,,,product_name: Men’s Self Dressing Magnetic Buttons Adaptive Plaid Dress Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
26,09ec3ebd2480,sensoryfair.com,,"OUTREE Sensory Sock for Kids, Small,3-5 Years,39”×27”,Good for Height:2’9” – 3’6”,Full Body Sock Provides Deep Pressure Input, Sensory Toys for Autistic Children with A Carrying Bag,Blue",https://sensoryfair.com/product/outree-sensory-sock-for-kids-small3-5-years39x27good-for-height29-36full-body-sock-provides-deep-pressure-input-sensory-toys-for-autistic-children-with-a-carrying-bagblue/,"【SENSORY SOCK】: OUTREE body sock is helping with the sensory seeking. The deep pressure input is what you are seeking all the time ,our soft and silky sensory sack provides an outlet for all the energy you have and pressure input. 【RELAXING TIME】: OUTREE sensory sock gives you relaxing and fun time! Proper elasticity gives you unlimited fun, our sensory body sock for kids is stretchable and well made for tumbling about in it, curling up in it, as well as walking in it. You can also get creative with it. 【HIGH QUALITY DESIGN】: Our body sock for kids is made of polyester and Lycra. It is comfortable and breathable. We use sturdy stitching at every seam in our body socks, the snaps on neckline are not easy to fall off and hard to bounce off.","【SENSORY SOCK】: OUTREE body sock is helping with the sensory seeking. The deep pressure input is what you are seeking all the time ,our soft and silky sensory sack provides an outlet for all the energy you have and pressure input. 【RELAXING TIME】: OUTREE sensory sock gives you relaxing and fun time! Proper elasticity gives you unlimited fun, our sensory body sock for kids is stretchable and well made for tumbling about in it, curling up in it, as well as walking in it. You can also get creative with it. 【HIGH QUALITY DESIGN】: Our body sock for kids is made of polyester and Lycra. It is comfortable and breathable. We use sturdy stitching at every seam in our body socks, the snaps on neckline are not easy to fall off and hard to bounce off. 【PORTABLE & GIFT】: Our sensory sock comes with a carrying bag. It is easy to carry in and out and a good gift choice. Two sizes (Medium & Small) and colors (Blue & Green) sensory sack for your choice. 【OUTREE HELP】: Customer satisfaction is our first priority. If you have any question, please feel free to contact us. We are very willing to help you.",,"product_name: OUTREE Sensory Sock for Kids, Small,3-5 Years,39”×27”,Good for Height:2’9” – 3’6”,Full Body Sock Provides Deep Pressure Input, Sensory Toys for Autistic Children with A Carrying Bag,Blue
short_description: 【SENSORY SOCK】: OUTREE body sock is helping with the sensory seeking. The deep pressure input is what you are seeking all the time ,our soft and silky sensory sack provides an outlet for all the energy you have and pressure input. 【RELAXING TIME】: OUTREE sensory sock gives you relaxing and fun time! Proper elasticity gives you unlimited fun, our sensory body sock for kids is stretchable and well made for tumbling about in it, curling up in it, as well as walking in it. You can also get creative with it. 【HIGH QUALITY DESIGN】: Our body sock for kids is made of polyester and Lycra. It is comfortable and breathable. We use sturdy stitching at every seam in our body socks, the snaps on neckline are not easy to fall off and hard to bounce off.
full_description: 【SENSORY SOCK】: OUTREE body sock is helping with the sensory seeking. The deep pressure input is what you are seeking all the time ,our soft and silky sensory sack provides an outlet for all the energy you have and pressure input. 【RELAXING TIME】: OUTREE sensory sock gives you relaxing and fun time! Proper elasticity gives you unlimited fun, our sensory body sock for kids is stretchable and well made for tumbling about in it, curling up in it, as well as walking in it. You can also get creative with it. 【HIGH QUALITY DESIGN】: Our body sock for kids is made of polyester and Lycra. It is comfortable and breathable. We use sturdy stitching at every seam in our body socks, the snaps on neckline are not easy to fall off and hard to bounce off. 【PORTABLE & GIFT】: Our sensory sock comes with a carrying bag. It is easy to carry in and out and a good gift choice. Two sizes (Medium & Small) and colors (Blue & Green) sensory sack for your choice. 【OUTREE HELP】: Customer satisfaction is our first priority. If you have any question, please feel free to contact us. We are very willing to help you.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
27,ef7532fb1ada,sensoryfair.com,,"SANHO Dynamic Movement Sensory body Sock,Medium,Good for Height:41″-51″,For Autistic & Sensory Processing Disorders,Updated Version,Orange.",https://sensoryfair.com/product/sanho-dynamic-movement-sensory-body-sockmediumgood-for-height41-51for-autistic-sensory-processing-disordersupdated-versionorange/,"Elastic ☀♘THE PERFECT PLACE FOR KIDS TO RELAX – This unique dynamic movement sensory sock will help to improve self-calming,balance,increased body and spatial awareness,and heightens movement creativity. ☀♘MADE FROM HIGH QUALITY FABRIC – Do not waste your time to use cheaply made sensory sock, it is time to choose a high quality product for your kids.The high-quality with excellent all-side elastic effect,the environmental dye will not cause skin irritation as your assured choice.","Elastic ☀♘THE PERFECT PLACE FOR KIDS TO RELAX – This unique dynamic movement sensory sock will help to improve self-calming,balance,increased body and spatial awareness,and heightens movement creativity. ☀♘MADE FROM HIGH QUALITY FABRIC – Do not waste your time to use cheaply made sensory sock, it is time to choose a high quality product for your kids.The high-quality with excellent all-side elastic effect,the environmental dye will not cause skin irritation as your assured choice. ☀♘SAFE & CONVENIENT – Sanho Dynamic Movement Sensory Sock is a creation with elaborate design, so it will be safe and convenient when children playing with it; THERE ARE FOUR SIZES: Small, medium,large and X-Large . So you can choose one appropriate for your kids in accordance with his/her height, Please click “Sanho Yopo” on the top for more color and sizes. ☀♘OVERWHELMING SATISFACTION – You and I know the gift for children should be the best one, so choose our high quality product and give your kids a surprise. ☀♘RISK-FREE PURCHASE – We stand behind our products and promise to give you a perfect product, If for any reason you don’t absolutely love your sensory sock, just return it!",,"product_name: SANHO Dynamic Movement Sensory body Sock,Medium,Good for Height:41″-51″,For Autistic & Sensory Processing Disorders,Updated Version,Orange.
short_description: Elastic ☀♘THE PERFECT PLACE FOR KIDS TO RELAX – This unique dynamic movement sensory sock will help to improve self-calming,balance,increased body and spatial awareness,and heightens movement creativity. ☀♘MADE FROM HIGH QUALITY FABRIC – Do not waste your time to use cheaply made sensory sock, it is time to choose a high quality product for your kids.The high-quality with excellent all-side elastic effect,the environmental dye will not cause skin irritation as your assured choice.
full_description: Elastic ☀♘THE PERFECT PLACE FOR KIDS TO RELAX – This unique dynamic movement sensory sock will help to improve self-calming,balance,increased body and spatial awareness,and heightens movement creativity. ☀♘MADE FROM HIGH QUALITY FABRIC – Do not waste your time to use cheaply made sensory sock, it is time to choose a high quality product for your kids.The high-quality with excellent all-side elastic effect,the environmental dye will not cause skin irritation as your assured choice. ☀♘SAFE & CONVENIENT – Sanho Dynamic Movement Sensory Sock is a creation with elaborate design, so it will be safe and convenient when children playing with it; THERE ARE FOUR SIZES: Small, medium,large and X-Large . So you can choose one appropriate for your kids in accordance with his/her height, Please click “Sanho Yopo” on the top for more color and sizes. ☀♘OVERWHELMING SATISFACTION – You and I know the gift for children should be the best one, so choose our high quality product and give your kids a surprise. ☀♘RISK-FREE PURCHASE – We stand behind our products and promise to give you a perfect product, If for any reason you don’t absolutely love your sensory sock, just return it!",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
28,864489f503ae,sensoryfair.com,,"Sensory Body Sock, Calming Therapy Blanket, Sensory Stress Relief, Anxiety, Autism, ADHD, ADD, Tactile Items for Therapeutic , Kids Fidget (Pink, Large)",https://sensoryfair.com/product/sensory-body-sock-calming-therapy-blanket-sensory-stress-relief-anxiety-autism-adhd-add-tactile-items-for-therapeutic-kids-fidget-pink-large/,"【Full-Body Sensory Socks】: Our sensory body sock is the perfect choice for sensory seeking individuals. The deep pressure input that you crave is satisfied by our soft and silky sensory sack. Ideal for providing an outlet for excess energy and pressure input. 【全身感官袜】 【The Perfect Place For Kids To Relax】: Kids will love relaxing and having fun in our sensory sock! The proper elasticity allows for endless enjoyment. Our sensory body sock for kids is stretchable and durable, making it perfect for tumbling, curling up, and even walking in. 【Lightweight, Breathable Fabric】: Our sensory socks for kids are crafted from high-quality, stretchable fabric (80% Nylon, 20% Spandex) that is both comfortable and breathable. Each seam is reinforced with sturdy stitching and the neckline snaps are secure and durable.","Help your child achieve calming, focused balance with a comforting sensory body sock that helps improve their spatial awareness and movement confidence. Ideal for kids with ADHD, autism, or other spatial sensory challenges, the sensory body socks can help your child regain a sense of balance and clarity when overwhelmed. That’s why we created the sensory sox , a fun full Body Sock Wrap for Autistic Children that helps them feel reassured, safe, and comfortables. Crafted with a stretchy, breathable fabric, these colorful and stretchable Body sock let kids move freely while still providing them deep pressure stimulation improve to their nervous system. And because it comes in multiple colors and sizes, it’s the perfect solution for helping boys and girls find focus, balance, and calm relief. Product Details: Full Body Sensory Sock Promotes Calming Stress, Anxiety Relief Gender Neutral (Boys and Girls) Cool, Breathable, Stretchy Safety Snap Closure Available Colors: Bright blue,Pink Available Sizes: Small (40” x 27”) Medium (47” x 27”) Large (56” x 28”) Enhance your child’s sense of security and comfort with a comfortable Sensory Body Sock by getting yours today. 【Full-Body Sensory Socks】: Our sensory body sock is the perfect choice for sensory seeking individuals. The deep pressure input that you crave is satisfied by our soft and silky sensory sack. Ideal for providing an outlet for excess energy and pressure input. 【全身感官袜】 【The Perfect Place For Kids To Relax】: Kids will love relaxing and having fun in our sensory sock! The proper elasticity allows for endless enjoyment. Our sensory body sock for kids is stretchable and durable, making it perfect for tumbling, curling up, and even walking in. 【Lightweight, Breathable Fabric】: Our sensory socks for kids are crafted from high-quality, stretchable fabric (80% Nylon, 20% Spandex) that is both comfortable and breathable. Each seam is reinforced with sturdy stitching and the neckline snaps are secure and durable. 【100% Lifetime Guarantee】: Shop with confidence knowing that all of our autism sensory products come with a lifetime, money-back guarantee. Customer satisfaction is our top priority, so if you have any questions or concerns, please don’t hesitate to contact us. We are here to help. 【Premium Sensory Sack for Dynamic Movement】: Our sensory sock is designed to provide a premium sensory experience for children with sensory processing disorders. The stretchable fabric allows for dynamic movement and endless fun.",,"product_name: Sensory Body Sock, Calming Therapy Blanket, Sensory Stress Relief, Anxiety, Autism, ADHD, ADD, Tactile Items for Therapeutic , Kids Fidget (Pink, Large)
short_description: 【Full-Body Sensory Socks】: Our sensory body sock is the perfect choice for sensory seeking individuals. The deep pressure input that you crave is satisfied by our soft and silky sensory sack. Ideal for providing an outlet for excess energy and pressure input. 【全身感官袜】 【The Perfect Place For Kids To Relax】: Kids will love relaxing and having fun in our sensory sock! The proper elasticity allows for endless enjoyment. Our sensory body sock for kids is stretchable and durable, making it perfect for tumbling, curling up, and even walking in. 【Lightweight, Breathable Fabric】: Our sensory socks for kids are crafted from high-quality, stretchable fabric (80% Nylon, 20% Spandex) that is both comfortable and breathable. Each seam is reinforced with sturdy stitching and the neckline snaps are secure and durable.
full_description: Help your child achieve calming, focused balance with a comforting sensory body sock that helps improve their spatial awareness and movement confidence. Ideal for kids with ADHD, autism, or other spatial sensory challenges, the sensory body socks can help your child regain a sense of balance and clarity when overwhelmed. That’s why we created the sensory sox , a fun full Body Sock Wrap for Autistic Children that helps them feel reassured, safe, and comfortables. Crafted with a stretchy, breathable fabric, these colorful and stretchable Body sock let kids move freely while still providing them deep pressure stimulation improve to their nervous system. And because it comes in multiple colors and sizes, it’s the perfect solution for helping boys and girls find focus, balance, and calm relief. Product Details: Full Body Sensory Sock Promotes Calming Stress, Anxiety Relief Gender Neutral (Boys and Girls) Cool, Breathable, Stretchy Safety Snap Closure Available Colors: Bright blue,Pink Available Sizes: Small (40” x 27”) Medium (47” x 27”) Large (56” x 28”) Enhance your child’s sense of security and comfort with a comfortable Sensory Body Sock by getting yours today. 【Full-Body Sensory Socks】: Our sensory body sock is the perfect choice for sensory seeking individuals. The deep pressure input that you crave is satisfied by our soft and silky sensory sack. Ideal for providing an outlet for excess energy and pressure input. 【全身感官袜】 【The Perfect Place For Kids To Relax】: Kids will love relaxing and having fun in our sensory sock! The proper elasticity allows for endless enjoyment. Our sensory body sock for kids is stretchable and durable, making it perfect for tumbling, curling up, and even walking in. 【Lightweight, Breathable Fabric】: Our sensory socks for kids are crafted from high-quality, stretchable fabric (80% Nylon, 20% Spandex) that is both comfortable and breathable. Each seam is reinforced with sturdy stitching and the neckline snaps are secure and durable. 【100% Lifetime Guarantee】: Shop with confidence knowing that all of our autism sensory products come with a lifetime, money-back guarantee. Customer satisfaction is our top priority, so if you have any questions or concerns, please don’t hesitate to contact us. We are here to help. 【Premium Sensory Sack for Dynamic Movement】: Our sensory sock is designed to provide a premium sensory experience for children with sensory processing disorders. The stretchable fabric allows for dynamic movement and endless fun.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
29,fc64b54d6590,sensoryfair.com,,"UIMEYIM Sensory Compression Vest For Kids Autism Vest Deep Pressure Comfort for Hyperactivity, Mood Processing Disorders",https://sensoryfair.com/product/sensory-compression-vest-for-kids-autism-vest-deep-pressure-comfort-for-hyperactivity-mood-processing-disorders/,,"The sensory compression vest for kids designed to promote calming, focused relief. Our autism compression vest is made from a breathable and flexible neoprene.It will keep your kid’s muscles warmed up while they walk or run around freely without being restricted by an uncomfortable fit. Easy open and close adjustability. Bring the autism vest with you on car rides to improve the traveling experience for your kids. Ideal gift for children give the gift of a reassuring, hug-like experience to your kids. Kids Compression Vest receive positive sensory benefits paired with improved focus and security, calming for kids with mood processing disorder. Get the premium pressure vest today, and get the warm, supportive hug and compression feeling.",,"product_name: UIMEYIM Sensory Compression Vest For Kids Autism Vest Deep Pressure Comfort for Hyperactivity, Mood Processing Disorders
full_description: The sensory compression vest for kids designed to promote calming, focused relief. Our autism compression vest is made from a breathable and flexible neoprene.It will keep your kid’s muscles warmed up while they walk or run around freely without being restricted by an uncomfortable fit. Easy open and close adjustability. Bring the autism vest with you on car rides to improve the traveling experience for your kids. Ideal gift for children give the gift of a reassuring, hug-like experience to your kids. Kids Compression Vest receive positive sensory benefits paired with improved focus and security, calming for kids with mood processing disorder. Get the premium pressure vest today, and get the warm, supportive hug and compression feeling.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
30,7e1ae8a912e6,sensoryfair.com,,DuttiLea Sensory Compression Vest for Kids Deep Pressure Comfort,https://sensoryfair.com/product/sensory-compression-vest-for-kids-deep-pressure-comfort/,,,,product_name: DuttiLea Sensory Compression Vest for Kids Deep Pressure Comfort,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
31,c58057a1daf1,sensoryfair.com,,TOPARCHERY Sensory Compression Vest Deep Pressure Vest Soft Breathable Form-Fitting,https://sensoryfair.com/product/sensory-compression-vest-sensory-processing-disorder-vest-deep-pressure-comfort-for-autism-hyperactivity-mood-processing-disorders-medium-17-x-30/,"Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug.","Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug. Breathable, Flexible – Each compress vest provides the perfect balance of weight and comfort to make it easier to wear over or under clothing without limiting mobility, balance, or regular movement. Kid Friendly Wearable – The perfect compression vest for kids, we offer 2 sizes(Small: 14inch * 24 inch, Medium:17inch*30inch); Please choose the best size , if you don’t know which one will suit for their, you can refer the pictures compare with the size that you measure their(Shoulder to Waist and Chest Measurements).",,"product_name: TOPARCHERY Sensory Compression Vest Deep Pressure Vest Soft Breathable Form-Fitting
short_description: Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug.
full_description: Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug. Breathable, Flexible – Each compress vest provides the perfect balance of weight and comfort to make it easier to wear over or under clothing without limiting mobility, balance, or regular movement. Kid Friendly Wearable – The perfect compression vest for kids, we offer 2 sizes(Small: 14inch * 24 inch, Medium:17inch*30inch); Please choose the best size , if you don’t know which one will suit for their, you can refer the pictures compare with the size that you measure their(Shoulder to Waist and Chest Measurements).",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
32,c1c8d74d18e5,sensoryfair.com,,"Sensory Sock,Small,3-5 Years, White Space Full Body Sock Provides Deep Pressure Input Sensory Toys for Autistic Children Perfect for Children with Sensory Processing Disorde",https://sensoryfair.com/product/sensory-sock-body-socksmall3-5-years-white-space-full-body-sock-provides-deep-pressure-input-sensory-toys-for-autistic-children-perfect-for-children-with-sensory-processing-disorde/,"Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges.","Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges. Using sensory body socks can assist children in regaining a sense of balance and clarity when they feel overwhelmed. When inside the sock, children receive tactile items for therapeutic play, as well as proprioceptive and deep pressure input. These sensory inputs can have a calming and regulating effect, providing a compression sensation and deep pressure therapy. This charming and amazing body sock is excellent for tactile stimulation, sensory integration, understanding body boundaries, and self-expression. It is a must-have for home, clinic, or school-based sensory programs. The sock is suitable for children with sensory processing disorder (SPD), ADHD, autism, as well as typical children who enjoy the comforting feeling of a “hug”.",,"product_name: Sensory Sock,Small,3-5 Years, White Space Full Body Sock Provides Deep Pressure Input Sensory Toys for Autistic Children Perfect for Children with Sensory Processing Disorde
short_description: Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges.
full_description: Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges. Using sensory body socks can assist children in regaining a sense of balance and clarity when they feel overwhelmed. When inside the sock, children receive tactile items for therapeutic play, as well as proprioceptive and deep pressure input. These sensory inputs can have a calming and regulating effect, providing a compression sensation and deep pressure therapy. This charming and amazing body sock is excellent for tactile stimulation, sensory integration, understanding body boundaries, and self-expression. It is a must-have for home, clinic, or school-based sensory programs. The sock is suitable for children with sensory processing disorder (SPD), ADHD, autism, as well as typical children who enjoy the comforting feeling of a “hug”.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
33,fddee343d814,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Men’s Open Back Henley Nightgown,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-mens-open-back-henley-nightgown/,,,,product_name: Silvert’s Adaptive Clothing & Footwear Men’s Open Back Henley Nightgown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
34,f23d9c9a19e3,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Women’s Open Back Active Capri Pant,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-womens-open-back-active-capri-pant/,,,,product_name: Silvert’s Adaptive Clothing & Footwear Women’s Open Back Active Capri Pant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
35,117fc7ab37bf,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Women’s Soft Stretch Pull-On Pant,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-womens-soft-stretch-pull-on-pant/,,"PRODUCT FEATURES Elastic Waist: Stretchy pant waistband for ease of dressing and comfort Easy Grip: 2 easy grips, 1 on each inner side of the waistband for easy pull on and off Adjustable Hems: A button and loop on each inner side of the pant leg can shorten the length by 2 inches. Convenient Pockets: Handy pockets to store belongings FABRIC & CARE Fabric Content: 81% Polyester/ 16% Rayon/ 3% Spandex Fabric Description: A super soft brushed knit that feels decadent against sensitive skin ADDITIONAL INFORMATION The Women’s Soft Stretch Pull-On Pants are perfect for both self and assisted dressing. Engineered with discreet easy-grips at the waistband, these pants ensure effortless on and off for individuals with arthritis or reduced hand dexterity. Featuring convenient pockets, these elastic waist pants for women seamlessly blend style with the comfort reminiscent of a pair of pyjamas.",,"product_name: Silvert’s Adaptive Clothing & Footwear Women’s Soft Stretch Pull-On Pant
full_description: PRODUCT FEATURES Elastic Waist: Stretchy pant waistband for ease of dressing and comfort Easy Grip: 2 easy grips, 1 on each inner side of the waistband for easy pull on and off Adjustable Hems: A button and loop on each inner side of the pant leg can shorten the length by 2 inches. Convenient Pockets: Handy pockets to store belongings FABRIC & CARE Fabric Content: 81% Polyester/ 16% Rayon/ 3% Spandex Fabric Description: A super soft brushed knit that feels decadent against sensitive skin ADDITIONAL INFORMATION The Women’s Soft Stretch Pull-On Pants are perfect for both self and assisted dressing. Engineered with discreet easy-grips at the waistband, these pants ensure effortless on and off for individuals with arthritis or reduced hand dexterity. Featuring convenient pockets, these elastic waist pants for women seamlessly blend style with the comfort reminiscent of a pair of pyjamas.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
36,8dcf21ebc94d,sensoryfair.com,,"Silverts Front Closure Bra – Comfortable Adaptive Front Clasp Bra for Elderly – Wide Straps, Underwire & Padding Free",https://sensoryfair.com/product/silverts-front-closure-bra-comfortable-adaptive-front-clasp-bra-for-elderly-wide-straps-underwire-padding-free/,,,,"product_name: Silverts Front Closure Bra – Comfortable Adaptive Front Clasp Bra for Elderly – Wide Straps, Underwire & Padding Free",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
37,c061d65aec12,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – 100% Cotton",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-dignified-easy-dressing-for-seniors-patients-100-cotton/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – 100% Cotton",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
38,4c35dd1ad586,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Embroidered",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-dignified-easy-dressing-for-seniors-patients-embroidered/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Embroidered",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
